  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#15   | ECONOMY ANODIZED BRASS    |     17 |            8
 Brand#15   | ECONOMY ANODIZED NICKEL   |     13 |            8
 Brand#15   | ECONOMY ANODIZED STEEL    |     14 |            8
 Brand#15   | ECONOMY ANODIZED TIN      |      6 |            8
 Brand#15   | ECONOMY BRUSHED BRASS     |     12 |            8
 Brand#15   | ECONOMY BRUSHED COPPER    |     12 |            8
 Brand#15   | ECONOMY BRUSHED COPPER    |     17 |            8
 Brand#15   | ECONOMY BRUSHED NICKEL    |      6 |            8
 Brand#15   | ECONOMY BRUSHED NICKEL    |     12 |            8
 Brand#15   | ECONOMY BRUSHED NICKEL    |     21 |            8
 Brand#15   | ECONOMY BRUSHED STEEL     |     12 |            8
 Brand#15   | ECONOMY BRUSHED STEEL     |     17 |            8
 Brand#15   | ECONOMY BRUSHED TIN       |      2 |            8
 Brand#15   | ECONOMY BRUSHED TIN       |     21 |            8
 Brand#15   | ECONOMY BRUSHED TIN       |     49 |            8
 Brand#15   | ECONOMY BURNISHED BRASS   |      6 |            8
 Brand#15   | ECONOMY BURNISHED BRASS   |     12 |            8
 Brand#15   | ECONOMY BURNISHED BRASS   |     14 |            8
 Brand#15   | ECONOMY BURNISHED NICKEL  |     21 |            8
 Brand#15   | ECONOMY BURNISHED NICKEL  |     49 |            8
 Brand#15   | ECONOMY BURNISHED STEEL   |     13 |            8
 Brand#15   | ECONOMY BURNISHED STEEL   |     17 |            8
 Brand#15   | ECONOMY PLATED BRASS      |     14 |            8
 Brand#15   | ECONOMY PLATED BRASS      |     17 |            8
 Brand#15   | ECONOMY PLATED NICKEL     |      2 |            8
 Brand#15   | ECONOMY PLATED NICKEL     |     13 |            8
 Brand#15   | ECONOMY PLATED STEEL      |      6 |            8
 Brand#15   | ECONOMY PLATED STEEL      |     21 |            8
 Brand#15   | ECONOMY PLATED TIN        |     17 |            8
 Brand#15   | ECONOMY POLISHED BRASS    |     21 |            8
 Brand#15   | ECONOMY POLISHED COPPER   |      6 |            8
 Brand#15   | ECONOMY POLISHED COPPER   |     49 |            8
 Brand#15   | ECONOMY POLISHED NICKEL   |     14 |            8
 Brand#15   | ECONOMY POLISHED STEEL    |     49 |            8
 Brand#15   | ECONOMY POLISHED TIN      |     12 |            8
 Brand#15   | LARGE ANODIZED BRASS      |     12 |            8
 Brand#15   | LARGE ANODIZED COPPER     |      2 |            8
 Brand#15   | LARGE ANODIZED COPPER     |     12 |            8
 Brand#15   | LARGE ANODIZED COPPER     |     21 |            8
 Brand#15   | LARGE ANODIZED NICKEL     |     49 |            8
 Brand#15   | LARGE ANODIZED STEEL      |      2 |            8
 Brand#15   | LARGE ANODIZED STEEL      |     12 |            8
 Brand#15   | LARGE ANODIZED TIN        |      2 |            8
 Brand#15   | LARGE ANODIZED TIN        |     12 |            8
 Brand#15   | LARGE ANODIZED TIN        |     14 |            8
 Brand#15   | LARGE BRUSHED BRASS       |     17 |            8
 Brand#15   | LARGE BRUSHED COPPER      |      2 |            8
 Brand#15   | LARGE BRUSHED COPPER      |     14 |            8
 Brand#15   | LARGE BRUSHED NICKEL      |      6 |            8
 Brand#15   | LARGE BRUSHED STEEL       |      6 |            8
 Brand#15   | LARGE BRUSHED TIN         |     21 |            8
 Brand#15   | LARGE BRUSHED TIN         |     49 |            8
 Brand#15   | LARGE BURNISHED BRASS     |      2 |            8
 Brand#15   | LARGE BURNISHED BRASS     |     14 |            8
 Brand#15   | LARGE BURNISHED COPPER    |     12 |            8
 Brand#15   | LARGE BURNISHED NICKEL    |     17 |            8
 Brand#15   | LARGE BURNISHED STEEL     |     21 |            8
 Brand#15   | LARGE BURNISHED STEEL     |     49 |            8
 Brand#15   | LARGE BURNISHED TIN       |     12 |            8
 Brand#15   | LARGE BURNISHED TIN       |     13 |            8
 Brand#15   | LARGE BURNISHED TIN       |     49 |            8
 Brand#15   | LARGE PLATED BRASS        |      2 |            8
 Brand#15   | LARGE PLATED COPPER       |      2 |            8
 Brand#15   | LARGE PLATED COPPER       |     12 |            8
 Brand#15   | LARGE PLATED NICKEL       |      2 |            8
 Brand#15   | LARGE PLATED NICKEL       |     13 |            8
 Brand#15   | LARGE PLATED NICKEL       |     14 |            8
 Brand#15   | LARGE PLATED STEEL        |     17 |            8
 Brand#15   | LARGE PLATED TIN          |     49 |            8
 Brand#15   | LARGE POLISHED BRASS      |     12 |            8
 Brand#15   | LARGE POLISHED BRASS      |     21 |            8
 Brand#15   | LARGE POLISHED COPPER     |     13 |            8
 Brand#15   | LARGE POLISHED STEEL      |     49 |            8
 Brand#15   | MEDIUM ANODIZED BRASS     |      2 |            8
 Brand#15   | MEDIUM ANODIZED BRASS     |     21 |            8
 Brand#15   | MEDIUM ANODIZED STEEL     |     21 |            8
 Brand#15   | MEDIUM ANODIZED TIN       |     14 |            8
 Brand#15   | MEDIUM BRUSHED COPPER     |      2 |            8
 Brand#15   | MEDIUM BRUSHED COPPER     |     13 |            8
 Brand#15   | MEDIUM BRUSHED COPPER     |     17 |            8
 Brand#15   | MEDIUM BRUSHED COPPER     |     49 |            8
 Brand#15   | MEDIUM BRUSHED NICKEL     |      6 |            8
 Brand#15   | MEDIUM BRUSHED TIN        |     13 |            8
 Brand#15   | MEDIUM BURNISHED COPPER   |     17 |            8
 Brand#15   | MEDIUM BURNISHED COPPER   |     49 |            8
 Brand#15   | MEDIUM BURNISHED NICKEL   |     49 |            8
 Brand#15   | MEDIUM BURNISHED STEEL    |     49 |            8
 Brand#15   | MEDIUM BURNISHED TIN      |      6 |            8
 Brand#15   | MEDIUM PLATED BRASS       |      2 |            8
 Brand#15   | MEDIUM PLATED BRASS       |      6 |            8
 Brand#15   | MEDIUM PLATED BRASS       |     13 |            8
 Brand#15   | MEDIUM PLATED BRASS       |     17 |            8
 Brand#15   | MEDIUM PLATED COPPER      |     21 |            8
 Brand#15   | MEDIUM PLATED NICKEL      |      6 |            8
 Brand#15   | MEDIUM PLATED NICKEL      |     17 |            8
 Brand#15   | MEDIUM PLATED NICKEL      |     49 |            8
 Brand#15   | MEDIUM PLATED STEEL       |     17 |            8
 Brand#15   | MEDIUM PLATED STEEL       |     49 |            8
 Brand#15   | MEDIUM PLATED TIN         |     13 |            8
 Brand#15   | MEDIUM PLATED TIN         |     21 |            8
 Brand#15   | MEDIUM PLATED TIN         |     49 |            8
 Brand#15   | MEDIUM POLISHED BRASS     |      2 |            8
 Brand#15   | MEDIUM POLISHED BRASS     |     13 |            8
 Brand#15   | MEDIUM POLISHED BRASS     |     14 |            8
 Brand#15   | MEDIUM POLISHED COPPER    |      6 |            8
 Brand#15   | MEDIUM POLISHED COPPER    |     49 |            8
 Brand#15   | MEDIUM POLISHED NICKEL    |     14 |            8
 Brand#15   | MEDIUM POLISHED STEEL     |     12 |            8
 Brand#15   | MEDIUM POLISHED TIN       |      2 |            8
 Brand#15   | MEDIUM POLISHED TIN       |     49 |            8
 Brand#15   | PROMO ANODIZED BRASS      |      6 |            8
 Brand#15   | PROMO ANODIZED BRASS      |     12 |            8
 Brand#15   | PROMO ANODIZED BRASS      |     14 |            8
 Brand#15   | PROMO ANODIZED COPPER     |     17 |            8
 Brand#15   | PROMO ANODIZED NICKEL     |     21 |            8
 Brand#15   | PROMO ANODIZED NICKEL     |     49 |            8
 Brand#15   | PROMO ANODIZED STEEL      |     12 |            8
 Brand#15   | PROMO ANODIZED STEEL      |     14 |            8
 Brand#15   | PROMO ANODIZED TIN        |     21 |            8
 Brand#15   | PROMO BRUSHED BRASS       |      6 |            8
 Brand#15   | PROMO BRUSHED BRASS       |     12 |            8
 Brand#15   | PROMO BRUSHED BRASS       |     14 |            8
 Brand#15   | PROMO BRUSHED COPPER      |     17 |            8
 Brand#15   | PROMO BRUSHED NICKEL      |     21 |            8
 Brand#15   | PROMO BRUSHED STEEL       |      6 |            8
 Brand#15   | PROMO BRUSHED STEEL       |     14 |            8
 Brand#15   | PROMO BRUSHED STEEL       |     49 |            8
 Brand#15   | PROMO BRUSHED TIN         |      2 |            8
 Brand#15   | PROMO BRUSHED TIN         |     13 |            8
 Brand#15   | PROMO BURNISHED BRASS     |     12 |            8
 Brand#15   | PROMO BURNISHED BRASS     |     21 |            8
 Brand#15   | PROMO BURNISHED COPPER    |     12 |            8
 Brand#15   | PROMO BURNISHED COPPER    |     13 |            8
 Brand#15   | PROMO BURNISHED NICKEL    |     13 |            8
 Brand#15   | PROMO BURNISHED NICKEL    |     21 |            8
 Brand#15   | PROMO BURNISHED NICKEL    |     49 |            8
 Brand#15   | PROMO BURNISHED TIN       |     14 |            8
 Brand#15   | PROMO PLATED BRASS        |      2 |            8
 Brand#15   | PROMO PLATED BRASS        |     49 |            8
 Brand#15   | PROMO PLATED COPPER       |     14 |            8
 Brand#15   | PROMO PLATED NICKEL       |     13 |            8
 Brand#15   | PROMO PLATED STEEL        |     14 |            8
 Brand#15   | PROMO PLATED TIN          |     17 |            8
 Brand#15   | PROMO POLISHED BRASS      |     13 |            8
 Brand#15   | PROMO POLISHED COPPER     |      6 |            8
 Brand#15   | PROMO POLISHED COPPER     |     14 |            8
 Brand#15   | PROMO POLISHED COPPER     |     21 |            8
 Brand#15   | PROMO POLISHED COPPER     |     49 |            8
 Brand#15   | PROMO POLISHED STEEL      |     12 |            8
 Brand#15   | PROMO POLISHED STEEL      |     14 |            8
 Brand#15   | PROMO POLISHED TIN        |     17 |            8
 Brand#15   | PROMO POLISHED TIN        |     21 |            8
 Brand#15   | SMALL ANODIZED BRASS      |     14 |            8
 Brand#15   | SMALL ANODIZED COPPER     |     17 |            8
 Brand#15   | SMALL ANODIZED NICKEL     |      6 |            8
 Brand#15   | SMALL ANODIZED NICKEL     |     12 |            8
 Brand#15   | SMALL ANODIZED NICKEL     |     14 |            8
 Brand#15   | SMALL ANODIZED STEEL      |     12 |            8
 Brand#15   | SMALL ANODIZED TIN        |     13 |            8
 Brand#15   | SMALL ANODIZED TIN        |     17 |            8
 Brand#15   | SMALL BRUSHED BRASS       |      2 |            8
 Brand#15   | SMALL BRUSHED BRASS       |     13 |            8
 Brand#15   | SMALL BRUSHED BRASS       |     21 |            8
 Brand#15   | SMALL BRUSHED COPPER      |     13 |            8
 Brand#15   | SMALL BRUSHED NICKEL      |      6 |            8
 Brand#15   | SMALL BRUSHED NICKEL      |     13 |            8
 Brand#15   | SMALL BRUSHED NICKEL      |     49 |            8
 Brand#15   | SMALL BRUSHED STEEL       |     14 |            8
 Brand#15   | SMALL BURNISHED BRASS     |     17 |            8
 Brand#15   | SMALL BURNISHED COPPER    |      6 |            8
 Brand#15   | SMALL BURNISHED COPPER    |     14 |            8
 Brand#15   | SMALL BURNISHED COPPER    |     49 |            8
 Brand#15   | SMALL BURNISHED NICKEL    |     12 |            8
 Brand#15   | SMALL BURNISHED STEEL     |     13 |            8
 Brand#15   | SMALL BURNISHED TIN       |      6 |            8
 Brand#15   | SMALL BURNISHED TIN       |     12 |            8
 Brand#15   | SMALL BURNISHED TIN       |     14 |            8
 Brand#15   | SMALL BURNISHED TIN       |     17 |            8
 Brand#15   | SMALL PLATED BRASS        |     13 |            8
 Brand#15   | SMALL PLATED NICKEL       |     12 |            8
 Brand#15   | SMALL PLATED NICKEL       |     13 |            8
 Brand#15   | SMALL PLATED TIN          |     12 |            8
 Brand#15   | SMALL PLATED TIN          |     13 |            8
 Brand#15   | SMALL PLATED TIN          |     21 |            8
 Brand#15   | SMALL POLISHED BRASS      |     13 |            8
 Brand#15   | SMALL POLISHED COPPER     |     12 |            8
 Brand#15   | SMALL POLISHED NICKEL     |      6 |            8
 Brand#15   | SMALL POLISHED NICKEL     |     12 |            8
 Brand#15   | SMALL POLISHED NICKEL     |     14 |            8
 Brand#15   | SMALL POLISHED STEEL      |      6 |            8
 Brand#15   | SMALL POLISHED STEEL      |     21 |            8
 Brand#15   | SMALL POLISHED TIN        |     12 |            8
 Brand#15   | SMALL POLISHED TIN        |     17 |            8
 Brand#15   | STANDARD ANODIZED BRASS   |      2 |            8
 Brand#15   | STANDARD ANODIZED NICKEL  |      2 |            8
 Brand#15   | STANDARD ANODIZED STEEL   |     12 |            8
 Brand#15   | STANDARD ANODIZED TIN     |     12 |            8
 Brand#15   | STANDARD ANODIZED TIN     |     13 |            8
 Brand#15   | STANDARD BRUSHED BRASS    |     13 |            8
 Brand#15   | STANDARD BRUSHED NICKEL   |      2 |            8
 Brand#15   | STANDARD BRUSHED NICKEL   |     21 |            8
 Brand#15   | STANDARD BRUSHED STEEL    |     21 |            8
 Brand#15   | STANDARD BRUSHED STEEL    |     49 |            8
 Brand#15   | STANDARD BRUSHED TIN      |     13 |            8
 Brand#15   | STANDARD BRUSHED TIN      |     17 |            8
 Brand#15   | STANDARD BURNISHED BRASS  |     13 |            8
 Brand#15   | STANDARD BURNISHED COPPER |      6 |            8
 Brand#15   | STANDARD BURNISHED COPPER |     12 |            8
 Brand#15   | STANDARD BURNISHED COPPER |     13 |            8
 Brand#15   | STANDARD BURNISHED NICKEL |      2 |            8
 Brand#15   | STANDARD BURNISHED NICKEL |     14 |            8
 Brand#15   | STANDARD BURNISHED NICKEL |     49 |            8
 Brand#15   | STANDARD BURNISHED STEEL  |     17 |            8
 Brand#15   | STANDARD BURNISHED TIN    |     21 |            8
 Brand#15   | STANDARD PLATED BRASS     |     14 |            8
 Brand#15   | STANDARD PLATED STEEL     |     17 |            8
 Brand#15   | STANDARD POLISHED BRASS   |      2 |            8
 Brand#15   | STANDARD POLISHED BRASS   |     13 |            8
 Brand#15   | STANDARD POLISHED BRASS   |     14 |            8
 Brand#15   | STANDARD POLISHED COPPER  |     13 |            8
 Brand#15   | STANDARD POLISHED COPPER  |     17 |            8
 Brand#15   | STANDARD POLISHED NICKEL  |      2 |            8
 Brand#15   | STANDARD POLISHED NICKEL  |     14 |            8
 Brand#15   | STANDARD POLISHED STEEL   |     17 |            8
 Brand#15   | STANDARD POLISHED STEEL   |     21 |            8
 Brand#15   | STANDARD POLISHED TIN     |      6 |            8
 Brand#15   | STANDARD POLISHED TIN     |     13 |            8
 Brand#21   | ECONOMY ANODIZED BRASS    |      2 |            8
 Brand#21   | ECONOMY ANODIZED BRASS    |     14 |            8
 Brand#21   | ECONOMY ANODIZED BRASS    |     17 |            8
 Brand#21   | ECONOMY ANODIZED COPPER   |      2 |            8
 Brand#21   | ECONOMY ANODIZED COPPER   |     14 |            8
 Brand#21   | ECONOMY ANODIZED COPPER   |     17 |            8
 Brand#21   | ECONOMY ANODIZED COPPER   |     21 |            8
 Brand#21   | ECONOMY ANODIZED NICKEL   |      2 |            8
 Brand#21   | ECONOMY ANODIZED NICKEL   |     14 |            8
 Brand#21   | ECONOMY ANODIZED NICKEL   |     21 |            8
 Brand#21   | ECONOMY ANODIZED STEEL    |      2 |            8
 Brand#21   | ECONOMY ANODIZED STEEL    |      6 |            8
 Brand#21   | ECONOMY ANODIZED STEEL    |     12 |            8
 Brand#21   | ECONOMY ANODIZED STEEL    |     21 |            8
 Brand#21   | ECONOMY ANODIZED STEEL    |     49 |            8
 Brand#21   | ECONOMY ANODIZED TIN      |     12 |            8
 Brand#21   | ECONOMY ANODIZED TIN      |     21 |            8
 Brand#21   | ECONOMY BRUSHED BRASS     |     14 |            8
 Brand#21   | ECONOMY BRUSHED COPPER    |      2 |            8
 Brand#21   | ECONOMY BRUSHED COPPER    |     13 |            8
 Brand#21   | ECONOMY BRUSHED NICKEL    |     12 |            8
 Brand#21   | ECONOMY BRUSHED NICKEL    |     17 |            8
 Brand#21   | ECONOMY BRUSHED STEEL     |      2 |            8
 Brand#21   | ECONOMY BRUSHED TIN       |     13 |            8
 Brand#21   | ECONOMY BURNISHED BRASS   |      6 |            8
 Brand#21   | ECONOMY BURNISHED BRASS   |     12 |            8
 Brand#21   | ECONOMY BURNISHED NICKEL  |      6 |            8
 Brand#21   | ECONOMY BURNISHED NICKEL  |     13 |            8
